const_code,region_code,percent_leave,percent_remain
E14000598,E12000008,0.259335501,0.740664499
S14000021,S92000003,0.256814189,0.743185811
E14000998,E12000007,0.255875841,0.744124159
E14000752,E12000007,0.182479929,0.817520071
E14000809,E12000002,0.249385986,0.750614014
E14000789,E12000007,0.244262123,0.755737877
E14001002,E12000007,0.333466279,0.666533721
E14000727,E12000007,0.237253193,0.762746807
E14000673,E12000007,0.229374207,0.770625793
E14000721,E12000007,0.227822618,0.772177382
E14001008,E12000007,0.184710495,0.815289505
S14000024,S92000003,0.247899025,0.752100975
E14000549,E12000007,0.220467405,0.779532595
S14000023,S92000003,0.170357082,0.829642918
N06000008,N92000002,0.217359467,0.782640533
S14000031,S92000003,0.259279047,0.740720953
E14000763,E12000007,0.234482452,0.765517548
E14000602,E12000009,0.191182504,0.808817496
E14000978,E12000007,0.221621935,0.778378065
E14000720,E12000007,0.204807893,0.795192107
